Date,price,VIX,TNX,returns,momentum_20,realised_vol_20,ma_50,trend,vol_adj_mom,yield_change,trend_strength,market_regime,trend_direction
2024-10-16,572.0484008789062,19.57999992370605,4.015999794006348,0.00434639061513975,0.04040955040370586,0.006639776497223454,549.6226727294921,0.04080204340560635,6.085064061499634,-0.02200031280517578,0.04080204340560635,trend,1.0
2024-10-17,572.09765625,19.11000061035156,4.0960001945495605,8.61035028121293e-05,0.02304156518926037,0.005619897608296214,550.9052099609376,0.03846840782385252,4.099267909675488,0.08000040054321289,0.03846840782385252,trend,1.0
2024-10-18,574.2981567382812,18.030000686645508,4.072999954223633,0.0038463721433594777,0.028754906355575427,0.005607605887986769,551.9969006347657,0.04040105311799828,5.126925822541101,-0.023000240325927734,0.04040105311799828,trend,1.0
2024-10-21,573.35498046875,18.3700008392334,4.182000160217285,-0.0016423111557383185,0.024505311558153497,0.005642541076714506,553.0238916015625,0.036763491009960715,4.342187152542128,0.10900020599365234,0.036763491009960715,trend,1.0
2024-10-22,573.050537109375,18.200000762939453,4.203999996185303,-0.0005309858111394172,0.02103977960262915,0.00564179335200632,554.0393078613281,0.03431386361634339,3.728610688028893,0.021999835968017578,0.03431386361634339,chop,1.0
2024-10-23,567.8142700195312,19.239999771118164,4.242000102996826,-0.009137531074060123,0.013946317809813813,0.00605085771914838,554.7782153320312,0.02349777681825168,2.304468884932137,0.03800010681152344,0.02349777681825168,chop,1.0
2024-10-24,569.0423583984375,19.07999992370605,4.199999809265137,0.0021628346516617825,0.012126599334786992,0.006013147561159148,555.5081884765625,0.024363583116553848,2.0163454939322687,-0.04200029373168945,0.024363583116553848,chop,1.0
2024-10-25,568.8458251953125,20.32999992370605,4.23199987411499,-0.00034537534899536926,0.013246391004778424,0.00599818499721433,556.051669921875,0.023008932380753466,2.2080317594688728,0.032000064849853516,0.023008932380753466,chop,1.0
2024-10-28,570.6043701171875,19.799999237060547,4.277999877929688,0.003091426259955732,0.012322270981244499,0.005974863730955594,556.60603515625,0.0251494487604827,2.0620066882405395,0.046000003814698154,0.0251494487604827,chop,1.0
2024-10-29,571.52783203125,19.34000015258789,4.27400016784668,0.0016183926419506278,0.023126213157303788,0.005533329149637573,557.0750561523438,0.02594403701851227,4.178684088353917,-0.003999710083008701,0.02594403701851227,chop,1.0
